"NOIND","PERIODE","SISA_CUTI"
"0004171","2016","5"
"0004172","2016","4"
"0004173","2016","3"
"0004175","2016","5"
"0004176","2016","2"
"0004177","2016","2"
"0004179","2016","2"
"0004180","2016","5"
"0004187","2016","0"
"0004188","2016","1"
"0004189","2016","3"
"0004190","2016","1"
"0004191","2016","0"
"0004193","2016","2"
"0004196","2016","1"
"0004197","2016","0"
"0004198","2016","3"
"0004199","2016","2"
"0004203","2016","2"
"0004204","2016","3"
"0004205","2016","3"
"0004206","2016","0"
"0004207","2016","3"
"0004210","2016","2"
"0004214","2016","1"
"0004215","2016","1"
"0004217","2016","6"
"0004221","2016","1"
"0004227","2016","0"
"0004228","2016","0"
"0004229","2016","0"
"0004231","2016","2"
"0004233","2016","1"
"0004234","2016","0"
"0004239","2016","3"
"0004241","2016","1"
"0004242","2016","1"
"0004244","2016","4"
"0004245","2016","4"
"0004248","2016","4"
"0004249","2016","3"
"0004250","2016","0"
"0004253","2016","1"
"0004254","2016","2"
"0004257","2016","0"
"0004258","2016","1"
"0004259","2016","1"
"0004262","2016","2"
"0004263","2016","2"
"0004266","2016","3"
"0004271","2016","0"
"0004272","2016","1"
"0004276","2016","3"
"0004277","2016","1"
"0004278","2016","5"
"0004279","2016","4"
"0004280","2016","3"
"0004282","2016","5"
"0004283","2016","1"
"0004288","2016","0"
"0004290","2016","0"
"0004291","2016","4"
"0004292","2016","4"
"0004293","2016","4"
"0004294","2016","3"
"0004295","2016","3"
"0004296","2016","0"
"0004299","2016","1"
"0004300","2016","4"
"0004301","2016","3"
"0004302","2016","4"
"0004303","2016","3"
"0004305","2016","1"
"0004306","2016","2"
"0004307","2016","1"
"0004308","2016","0"
"0004310","2016","0"
"0004311","2016","4"
"0004312","2016","0"
"0004314","2016","1"
"0004315","2016","0"
"0004317","2016","1"
"0004319","2016","4"
"0004363","2016","0"
"0004365","2016","0"
"0004366","2016","0"
"0004367","2016","0"
"0004368","2016","0"
"0004369","2016","0"
"0004370","2016","0"
"0004371","2016","0"
"0004375","2016","2"
"0004376","2016","2"
"0004377","2016","1"
"0004379","2016","0"
"0004381","2016","0"
"0004382","2016","3"
"0004383","2016","1"
"0004387","2016","0"
"0004388","2016","0"
"0004390","2016","2"
"0004398","2016","3"
"0004399","2016","3"
"0004400","2016","4"
"0004402","2016","3"
"0004406","2016","2"
"0004408","2016","0"
"0004409","2016","1"
"0004410","2016","1"
"0004412","2016","0"
"0004414","2016","0"
"0004415","2016","1"
"0004416","2016","0"
"0004419","2016","0"
"0004422","2016","1"
"0004425","2016","0"
"0004427","2016","1"
"0004428","2016","3"
"0004431","2016","0"
"0004434","2016","0"
"0004435","2016","0"
"0004436","2016","0"
"0004438","2016","0"
"0004441","2016","0"
"0004443","2016","2"
"0004468","2016","3"
"0004508","2016","0"
"0004578","2016","1"
"0004579","2016","0"
"0004580","2016","1"
"0004596","2016","2"
"0004612","2016","0"
"0004614","2016","0"
"0004616","2016","1"
"0004617","2016","2"
"0004618","2016","2"
"0004620","2016","0"
"0004621","2016","2"
"0004622","2016","2"
"0004623","2016","2"
"0004624","2016","2"
"0004625","2016","2"
"0004626","2016","2"
"0004627","2016","2"
"0004628","2016","1"
"0004631","2016","1"
"0004632","2016","2"
"0004633","2016","1"
"0004640","2016","2"
"0004641","2016","0"
"0004642","2016","2"
"0004643","2016","2"
"0004644","2016","2"
"0004645","2016","0"
"0004647","2016","0"
"0004649","2016","1"
"0004653","2016","2"
"0004657","2016","2"
"0004662","2016","0"
"0004664","2016","2"
"0004670","2016","1"
"0004671","2016","1"
"0004672","2016","1"
"0004673","2016","1"
"0004677","2016","0"
"0004679","2016","0"
"0004680","2016","1"
"0004682","2016","1"
"0004686","2016","0"
"0004687","2016","1"
"0004688","2016","1"
"0004689","2016","1"
"0004691","2016","1"
"0004692","2016","1"
"0004693","2016","1"
"0004694","2016","1"
"0004695","2016","0"
"0004696","2016","0"
"0004699","2016","0"
"0004701","2016","0"
"0004702","2016","0"
"0004705","2016","0"
"0004706","2016","0"
"0004708","2016","1"
"0004709","2016","0"
"0004710","2016","0"
"0004712","2016","1"
"0004713","2016","1"
"0004715","2016","1"
"0004717","2016","0"
"0004718","2016","0"
"0004720","2016","1"
"0004725","2016","1"
"0004727","2016","1"
"0004728","2016","0"
"0004729","2016","0"
"0004730","2016","1"
"0004738","2016","0"
"0004739","2016","0"
"0004741","2016","0"
"0004743","2016","1"
"0004745","2016","0"
"0004749","2016","1"
"0004750","2016","1"
"0004751","2016","1"
"0004752","2016","1"
"0004753","2016","1"
"0004754","2016","1"
"0004755","2016","1"
"0004756","2016","0"
"0004760","2016","1"
"0004762","2016","0"
"0004770","2016","1"
"0004773","2016","1"
"0004774","2016","1"
"0004775","2016","0"
"0004778","2016","1"
"0004780","2016","1"
"0004782","2016","1"
"0004783","2016","1"
"0004784","2016","1"
"0004788","2016","1"
"0004792","2016","0"
"0004798","2016","1"
"0004799","2016","1"
"0004803","2016","0"
"0004805","2016","1"
"0004806","2016","1"
"0004810","2016","1"
"0004811","2016","1"
"0004812","2016","1"
"0004813","2016","0"
"0004815","2016","0"
"0004816","2016","1"
"0004819","2016","1"
"0004822","2016","1"
"0004824","2016","0"
"0004826","2016","0"
"0004827","2016","1"
"0004831","2016","1"
"0004832","2016","1"
"0004835","2016","0"
"0004836","2016","0"
"0004837","2016","0"
"0004838","2016","0"
"0004839","2016","0"
"0004841","2016","2"
"0004842","2016","2"
"0004844","2016","0"
"0004845","2016","0"
"0004847","2016","0"
"0004849","2016","0"
"0004850","2016","0"
"0004854","2016","0"
"0004855","2016","0"
"0004859","2016","0"
"0004865","2016","0"
"0004866","2016","0"
"0004868","2016","0"
"0004873","2016","0"
"0004874","2016","0"
"0004875","2016","0"
"0004876","2016","0"
"0004879","2016","0"
"0004881","2016","0"
"0004882","2016","0"
"0004886","2016","0"
"0004888","2016","0"
"0004889","2016","0"
"0004890","2016","0"
"0004891","2016","0"
"0004895","2016","0"
"0004897","2016","0"
"0004900","2016","0"
"0004901","2016","0"
"0004904","2016","0"
"0004906","2016","0"
"0004908","2016","0"
"0004911","2016","0"
"0004915","2016","0"
"0004916","2016","0"
"0004919","2016","0"
"0004922","2016","0"
"0004924","2016","0"
"0004926","2016","0"
"0004929","2016","0"
"0004933","2016","0"
"0004937","2016","0"
"0004938","2016","0"
"0004940","2016","0"
"0004941","2016","0"
"0004942","2016","0"
"0004943","2016","0"
"0004944","2016","0"
"0004945","2016","0"
"0004947","2016","0"
"0004948","2016","0"
"0004949","2016","0"
"0004950","2016","0"
"0004951","2016","0"
"0004952","2016","0"
"0004953","2016","0"
"0004954","2016","0"
"0004955","2016","0"
"0004958","2016","0"
"0004961","2016","10"
"0004979","2016","0"
"0004981","2016","0"
"0004983","2016","0"
"0004984","2016","0"
"0004985","2016","0"
"0004986","2016","0"
"0004987","2016","0"
"0004989","2016","0"
"0004990","2016","0"
"0004993","2016","0"
"0004994","2016","0"
"0004996","2016","0"
"0004997","2016","0"
"0005012","2016","0"
"0005014","2016","0"
"0005017","2016","0"
"0005019","2016","0"
"0005020","2016","0"
"0005021","2016","0"
"0005022","2016","0"
"0005027","2016","0"
"0005028","2016","0"
"0005031","2016","0"
"0005032","2016","0"
"0005035","2016","0"
"0005039","2016","0"
"0005042","2016","0"
"0005043","2016","0"
"0005045","2016","0"
"0005048","2016","0"
"0005049","2016","0"
"0005050","2016","0"
"0005051","2016","0"
"0005054","2016","0"
"0005056","2016","0"
"0005057","2016","0"
"0005058","2016","0"
"0005059","2016","0"
"0005066","2016","0"
"0005068","2016","10"
"0005077","2016","0"
"0005085","2016","0"
"0005086","2016","0"
"0005088","2016","0"
"0005098","2016","0"
"0005099","2016","0"
"0005101","2016","0"
"0005102","2016","0"
"0005104","2016","0"
"0005107","2016","0"
"0005109","2016","0"
"0005110","2016","0"
"0005112","2016","0"
"0005114","2016","0"
"0005115","2016","0"
"0005116","2016","0"
"0005117","2016","0"
"0005118","2016","0"
"0005119","2016","0"
"0005122","2016","0"
"0005132","2016","0"
"0005133","2016","0"
"0005137","2016","0"
"0005138","2016","0"
"0005139","2016","0"
"0005142","2016","0"
"0005149","2016","0"
"0005150","2016","0"
"0005151","2016","0"
"0005153","2016","0"
"0005154","2016","0"
"0005206","2016","0"
"0005208","2016","0"
"0005210","2016","0"
"0005211","2016","0"
"0005212","2016","0"
"0005214","2016","0"
"0005216","2016","0"
"0005217","2016","0"
"0005220","2016","0"
"0005222","2016","0"
"0005223","2016","0"
"0005241","2016","0"
"0005243","2016","0"
"0005244","2016","0"
"0005252","2016","0"
"0005253","2016","0"
"0005258","2016","0"
"0005259","2016","0"
"0005261","2016","0"
"0005262","2016","0"
"0005263","2016","0"
"0005266","2016","0"
"0005267","2016","0"
"0005269","2016","0"
"0005270","2016","0"
"0005271","2016","0"
"0005273","2016","0"
"0005279","2016","0"
"0005280","2016","0"
"0005283","2016","0"
"0005285","2016","0"
"0005286","2016","0"
"0005287","2016","0"
"0005289","2016","0"
"0005290","2016","0"
"0005291","2016","0"
"0005293","2016","0"
"0005295","2016","0"
"0005296","2016","0"
"0005298","2016","0"
"0005299","2016","0"
"0005302","2016","0"
"0005303","2016","0"
"0005304","2016","0"
"0005306","2016","0"
"0005308","2016","0"
"0005310","2016","0"
"0005311","2016","0"
"0005312","2016","0"
"0005313","2016","0"
"0005317","2016","0"
"0005326","2016","0"
"0005328","2016","0"
"0005329","2016","0"
"0005330","2016","0"
"0005333","2016","0"
"0005334","2016","0"
"0005336","2016","0"
"0005338","2016","0"
"0005341","2016","0"
"0005342","2016","0"
"0005344","2016","0"
"0005345","2016","0"
"0005346","2016","0"
"0005347","2016","0"
"0005348","2016","0"
"0005349","2016","0"
"0005350","2016","0"
"0005351","2016","0"
"0005352","2016","0"
"0005353","2016","0"
"0005354","2016","0"
"0005355","2016","0"
"0005356","2016","0"
"0005358","2016","0"
"0005359","2016","0"
"0005361","2016","0"
"0005376","2016","0"
"0005377","2016","0"
"0005392","2016","0"
"0005393","2016","0"
"0005396","2016","0"
"0005399","2016","0"
"0005400","2016","0"
"0005405","2016","0"
"0005406","2016","0"
"0005414","2016","0"
"0005416","2016","0"
"0005418","2016","0"
"0005422","2016","0"
"0005445","2016","0"
"0005446","2016","0"
"0005449","2016","0"
"0005452","2016","0"
"0005462","2016","0"
"0005464","2016","0"
"0005465","2016","0"
"0005466","2016","0"
"0005468","2016","0"
"0005469","2016","0"
"0005470","2016","0"
"0005471","2016","0"
"0005472","2016","0"
"0005475","2016","0"
"0005476","2016","0"
"0005477","2016","0"
"0005478","2016","0"
"0005479","2016","0"
"0005481","2016","0"
"0005482","2016","0"
"0005485","2016","0"
"0005488","2016","0"
"0005490","2016","0"
"0005491","2016","0"
"0005492","2016","0"
"0005499","2016","0"
"0005501","2016","0"
"0005503","2016","0"
"0005517","2016","0"
"0005520","2016","0"
"0005521","2016","0"
"0005522","2016","0"
"0005524","2016","0"
"0005525","2016","0"
"0005526","2016","0"
"0005530","2016","0"
"0005531","2016","0"
"0005535","2016","0"
"0005553","2016","0"
"0005591","2016","0"
"0005598","2016","0"
"0005600","2016","0"
"0005607","2016","0"
"0005608","2016","0"
"0005698","2016","0"
"0005699","2016","0"
"0005700","2016","0"
"0005701","2016","0"
"0005703","2016","0"
"0005704","2016","0"
"0005706","2016","0"
"0005707","2016","0"
"0005708","2016","0"
"0005709","2016","0"
"0005710","2016","0"
"0005712","2016","0"
"0005719","2016","0"
"0005720","2016","0"
"0005721","2016","0"
"0005722","2016","0"
"0005727","2016","0"
"0005728","2016","0"
"0005729","2016","0"
"0005737","2016","0"
"0005739","2016","0"
"0005740","2016","0"
"0005741","2016","0"
"0005742","2016","0"
"0005745","2016","0"
"0005746","2016","0"
"0005747","2016","0"
"0005748","2016","0"
"0005749","2016","0"
"0005754","2016","0"
"0005755","2016","0"
"0005764","2016","0"
"0005768","2016","0"
"0005771","2016","0"
"0005774","2016","0"
"0005780","2016","0"
"0005781","2016","0"
"0005783","2016","0"
"0005785","2016","0"
"0005786","2016","0"
"0005787","2016","0"
"0005789","2016","0"
"0005792","2016","0"
"0005793","2016","0"
"0005794","2016","0"
"0005859","2016","0"
"0005862","2016","0"
"0005863","2016","0"
"0005864","2016","0"
"0005865","2016","0"
"0005886","2016","0"
"0005889","2016","0"
"0005890","2016","0"
"0005891","2016","0"
"0005892","2016","0"
"0005893","2016","0"
"0005894","2016","0"
"0005895","2016","0"
"0005896","2016","0"
"0005900","2016","0"
"0005901","2016","0"
"0005913","2016","0"
"0005915","2016","0"
"0005916","2016","0"
"0005917","2016","0"
"0005918","2016","0"
"0005920","2016","0"
"0005928","2016","0"
"0005929","2016","0"
"0005931","2016","0"
"0005932","2016","0"
"0005934","2016","0"
"0005935","2016","0"
"0005940","2016","0"
"0005941","2016","0"
"0005943","2016","0"
"0005981","2016","0"
"0005983","2016","0"
"0005985","2016","0"
"0005986","2016","0"
"0005987","2016","0"
"0005988","2016","0"
"0005989","2016","0"
"0005990","2016","0"
"0005991","2016","0"
"0005993","2016","0"
"0005994","2016","0"
"0005998","2016","0"
"0005999","2016","0"
"0006000","2016","0"
"0006001","2016","0"
"0006003","2016","0"
"0006004","2016","0"
"0006007","2016","0"
"0006008","2016","0"
"0006009","2016","0"
"0006026","2016","0"
"0006027","2016","0"
"0006028","2016","0"
"0006030","2016","0"
"0006032","2016","0"
"0006034","2016","0"
"0006037","2016","0"
"0006038","2016","0"
"0006040","2016","0"
"0006042","2016","0"
"0006049","2016","0"
"0006051","2016","0"
"0006052","2016","0"
"0006061","2016","0"
"0006062","2016","0"
"0006063","2016","0"
"0006076","2016","0"
"0006078","2016","0"
"0006079","2016","0"
"0006080","2016","0"
"0006082","2016","0"
"0006083","2016","0"
"0006084","2016","0"
"0006085","2016","0"
"0006086","2016","0"
"0006087","2016","0"
"0006088","2016","0"
"0006089","2016","0"
"0006092","2016","0"
"0006093","2016","0"
"0006095","2016","0"
"0006097","2016","0"
"0006098","2016","0"
"0006099","2016","0"
"0006100","2016","10"
"0006101","2016","10"
"0006102","2016","10"
"0006103","2016","10"
"0006104","2016","10"
"0006124","2016","0"
"0006125","2016","0"
"0006126","2016","0"
"0006128","2016","0"
"0006129","2016","0"
"0006130","2016","0"
"0006131","2016","0"
"0006132","2016","0"
"0006133","2016","0"
"0006135","2016","0"
"0006137","2016","0"
"0006140","2016","0"
"0006142","2016","0"
"0006143","2016","0"
"0006144","2016","0"
"0006145","2016","0"
"0006147","2016","0"
"0006148","2016","0"
"0006149","2016","0"
"0006150","2016","0"
"0006151","2016","0"
"0006153","2016","0"
"0006154","2016","0"
"0006160","2016","0"
"0006164","2016","0"
"0006165","2016","0"
"0006166","2016","0"
"0006167","2016","0"
"0006168","2016","0"
"0006169","2016","0"
"0006173","2016","0"
"0006178","2016","0"
"0006179","2016","0"
"0006185","2016","0"
"0006188","2016","0"
"0006190","2016","0"
"0006198","2016","0"
"0006200","2016","0"
"0006201","2016","0"
"0006202","2016","0"
"0006204","2016","0"
"0006206","2016","0"
"0006207","2016","0"
"0006208","2016","0"
"0006216","2016","0"
"0006217","2016","0"
"0006219","2016","0"
"0006221","2016","0"
"0006222","2016","0"
"0006231","2016","0"
"0006233","2016","0"
"0006235","2016","0"
"0006236","2016","0"
"0006237","2016","0"
"0006241","2016","0"
"0006242","2016","0"
"0006245","2016","0"
"0006247","2016","0"
"0006249","2016","0"
"0006250","2016","0"
"0006251","2016","0"
"0006252","2016","0"
"0006253","2016","0"
"0006266","2016","10"
"0006276","2016","0"
"0006277","2016","0"
"0006281","2016","0"
"0006283","2016","0"
"0006284","2016","0"
"0006285","2016","0"
"0006287","2016","0"
"0006288","2016","0"
"0006291","2016","0"
"0006292","2016","0"
"0006293","2016","0"
"0006296","2016","0"
"0006306","2016","0"
"0006307","2016","0"
"0006308","2016","0"
"0006317","2016","0"
"0006319","2016","0"
"0006320","2016","0"
"0006323","2016","0"
"0006324","2016","0"
"0006325","2016","0"
"0006329","2016","0"
"0006331","2016","0"
"0006333","2016","0"
"0006336","2016","0"
"0006342","2016","0"
"0006343","2016","0"
"0006345","2016","0"
"0006346","2016","0"
"0006347","2016","0"
"0006352","2016","0"
"0006353","2016","0"
"0006357","2016","0"
"0006358","2016","0"
"0006359","2016","0"
"0006360","2016","0"
"0006361","2016","0"
"0006362","2016","0"
"0006363","2016","0"
"0006364","2016","0"
"0006366","2016","0"
"0006367","2016","0"
"0006368","2016","0"
"0006369","2016","0"
"0006370","2016","0"
"0006371","2016","0"
"0006372","2016","0"
"0006373","2016","0"
"0006377","2016","0"
"0006378","2016","0"
"0006379","2016","10"
"0006382","2016","0"
"0006383","2016","0"
"0006384","2016","10"
"0006385","2016","0"
"0006389","2016","0"
"0006390","2016","0"
"0006391","2016","0"
"0006392","2016","0"
"0006393","2016","0"
"0006394","2016","0"
"0006396","2016","0"
"0006397","2016","0"
"0006398","2016","0"
"0006399","2016","0"
"0006401","2016","0"
"0006402","2016","0"
"0006403","2016","0"
"0006404","2016","0"
"0006405","2016","0"
"0006408","2016","0"
"0006410","2016","0"
"0006411","2016","0"
"0006415","2016","0"
"0006416","2016","0"
"0006418","2016","0"
"0006421","2016","0"
"0006422","2016","0"
"0006424","2016","0"
"0006425","2016","0"
"0006427","2016","0"
"0006429","2016","10"
"0006430","2016","0"
"0006433","2016","0"
"0006434","2016","0"
"0006436","2016","0"
"0006439","2016","0"
"0006440","2016","0"
"0006448","2016","0"
"0006449","2016","0"
"0006450","2016","0"
"0006451","2016","0"
"0006452","2016","0"
"0006453","2016","0"
"0006454","2016","0"
"0006455","2016","0"
"0006458","2016","0"
"0006459","2016","0"
"0006460","2016","0"
"0006461","2016","0"
"0006462","2016","0"
"0006463","2016","0"
"0006465","2016","0"
"0006466","2016","0"
"0006468","2016","0"
"0006470","2016","0"
"0006471","2016","0"
"0006472","2016","0"
"0006478","2016","0"
"0006483","2016","0"
"0006484","2016","0"
"0006488","2016","0"
"0006493","2016","0"
"0006495","2016","0"
"0006496","2016","0"
"0006497","2016","0"
"0006500","2016","0"
"0006502","2016","0"
"0006503","2016","0"
"0006504","2016","0"
"0006505","2016","0"
"0006506","2016","0"
"0006507","2016","0"
"0006509","2016","0"
"0006510","2016","0"
"0006511","2016","0"
"0006512","2016","0"
"0006513","2016","0"
"0006514","2016","0"
"0006516","2016","0"
"0006517","2016","0"
"0006518","2016","0"
"0006519","2016","0"
"0006520","2016","0"
"0006521","2016","0"
"0006522","2016","0"
"0006523","2016","0"
"0006525","2016","0"
"0006526","2016","0"
"0006527","2016","0"
"0006528","2016","0"
"0006529","2016","0"
"0006531","2016","0"
"0006532","2016","0"
"0006533","2016","0"
"0006534","2016","0"
"0006535","2016","0"
"0006538","2016","0"
"0006539","2016","0"
"0006540","2016","0"
"0006541","2016","0"
"0006542","2016","0"
"0006543","2016","0"
"0006545","2016","0"
"0006546","2016","0"
"0006547","2016","0"
"0006549","2016","0"
"0006551","2016","0"
"0006553","2016","10"
"0006554","2016","10"
"0006555","2016","0"
"0006559","2016","0"
"0006560","2016","0"
"0006562","2016","0"
"0006563","2016","0"
"0006564","2016","0"
"0006570","2016","0"
"0006574","2016","0"
"0006575","2016","0"
"0006578","2016","0"
"0006579","2016","0"
"0006580","2016","0"
"0006581","2016","0"
"0006582","2016","0"
"0006650","2016","0"
"0006651","2016","0"
"0006652","2016","0"
"0006653","2016","0"
"0006654","2016","0"
"0006655","2016","0"
"0006656","2016","0"
"0006657","2016","0"
"0006658","2016","0"
"0006660","2016","0"
"0006661","2016","0"
"0006663","2016","0"
"0006664","2016","0"
"0006665","2016","0"
"0006666","2016","0"
"0006667","2016","0"
"0006668","2016","0"
"0006669","2016","0"
"0006671","2016","0"
"0006672","2016","0"
"0006675","2016","0"
"0006678","2016","0"
"0006679","2016","0"
"0006681","2016","0"
"0006682","2016","0"
"0006683","2016","0"
"0006685","2016","0"
"0006686","2016","0"
"0006689","2016","0"
"0006693","2016","0"
"0006694","2016","0"
"0006697","2016","0"
"0006698","2016","0"
"0006699","2016","0"
"0006700","2016","0"
"0006701","2016","0"
"0006712","2016","10"
"0006713","2016","0"
"0006714","2016","0"
"0006715","2016","0"
"0006716","2016","0"
"0006717","2016","0"
"0006718","2016","0"
"0006719","2016","0"
"0006720","2016","0"
"0006721","2016","0"
"0006722","2016","0"
"0006723","2016","0"
"0006724","2016","0"
"0006728","2016","0"
"0006729","2016","0"
"0006730","2016","0"
"0006732","2016","0"
"0006735","2016","0"
"0006736","2016","0"
"0006740","2016","0"
"0006742","2016","0"
"0006747","2016","0"
"0006748","2016","0"
"0006750","2016","0"
"0006753","2016","0"
"0006754","2016","0"
"0006757","2016","0"
"0006758","2016","0"
"0006762","2016","0"
"0006763","2016","0"
"0006764","2016","0"
"0006765","2016","0"
"0006766","2016","0"
"0006770","2016","0"
"0006773","2016","0"
"0006774","2016","0"
"0006777","2016","0"
"0006779","2016","0"
"0006781","2016","0"
"0006782","2016","0"
"0006785","2016","0"
"0006786","2016","0"
"0006787","2016","0"
"0006788","2016","0"
"0006790","2016","0"
"0006793","2016","0"
"0006794","2016","0"
"0006795","2016","0"
"0006796","2016","0"
"0006797","2016","0"
"0006798","2016","0"
"0006799","2016","0"
"0006800","2016","0"
"0006801","2016","0"
"0006802","2016","0"
"0006803","2016","0"
"0006805","2016","0"
"0006806","2016","0"
"0006807","2016","0"
"0006810","2016","0"
"0006811","2016","0"
"0006812","2016","0"
"0006814","2016","0"
"0006815","2016","0"
"0006816","2016","0"
"0006817","2016","0"
"0006820","2016","0"
"0006821","2016","0"
"0006822","2016","0"
"0006823","2016","0"
"0006825","2016","0"
"0006826","2016","0"
"0006827","2016","0"
"0006828","2016","0"
"0006830","2016","0"
"0006831","2016","0"
"0006832","2016","0"
"0006835","2016","0"
"0006836","2016","0"
"0006837","2016","0"
"0006838","2016","0"
"0006846","2016","0"
"0006847","2016","0"
"0006848","2016","0"
"0006849","2016","0"
"0006852","2016","0"
"0006853","2016","0"
"0006854","2016","0"
"0006855","2016","0"
"0006857","2016","0"
"0006858","2016","0"
"0006859","2016","0"
"0006860","2016","0"
"0006862","2016","0"
"0006863","2016","0"
"0006864","2016","0"
"0006866","2016","0"
"0006867","2016","0"
"0006868","2016","0"
"0006869","2016","0"
"0006870","2016","0"
"0006871","2016","0"
"0006872","2016","0"
"0006874","2016","0"
"0006875","2016","0"
"0006876","2016","0"
"0006877","2016","0"
"0006881","2016","0"
"0006882","2016","0"
"0006883","2016","0"
"0006884","2016","0"
"0006886","2016","0"
"0006891","2016","0"
"0006892","2016","0"
"0006893","2016","0"
"0006896","2016","0"
"0006897","2016","0"
"0006899","2016","0"
"0006901","2016","0"
"0006903","2016","0"
"0006904","2016","0"
"0006905","2016","0"
"0006906","2016","0"
"0006907","2016","0"
"0006908","2016","0"
"0006929","2016","0"
"0006930","2016","0"
"0006931","2016","0"
"0006932","2016","0"
"0006934","2016","0"
"0006935","2016","0"
"0006952","2016","0"
"0006953","2016","0"
"0006954","2016","0"
"0006956","2016","0"
"0006958","2016","0"
"0006959","2016","0"
"0006960","2016","0"
"0006961","2016","0"
"0006962","2016","0"
"0006965","2016","0"
"0006966","2016","0"
"0006968","2016","0"
"0006969","2016","0"
"0006970","2016","0"
"0006971","2016","0"
"0006972","2016","0"
"0006976","2016","0"
"0006977","2016","0"
"0006982","2016","0"
"0006983","2016","0"
"0006986","2016","0"
"0006990","2016","0"
"0006995","2016","0"
"0006996","2016","0"
"0006997","2016","0"
"0006999","2016","0"
"0007002","2016","0"
"0007004","2016","8"
"0007005","2016","10"
"0007006","2016","10"
"0007007","2016","10"
"0007008","2016","10"
"0007009","2016","10"
"0007010","2016","10"
"0007011","2016","10"
"0007012","2016","10"
"0007013","2016","10"
"0007014","2016","10"
"0007015","2016","10"
"0007018","2016","0"
"0007020","2016","0"
"0007023","2016","0"
"0007024","2016","0"
"0007026","2016","0"
"0007028","2016","0"
"0007029","2016","0"
"0007033","2016","0"
"0007034","2016","0"
"0007035","2016","0"
"0007036","2016","0"
"0007037","2016","0"
"0007038","2016","0"
"0007039","2016","0"
"0007040","2016","0"
"0007041","2016","0"
"0007042","2016","0"
"0007043","2016","0"
"0007044","2016","0"
"0007045","2016","0"
"0007046","2016","0"
"0007048","2016","0"
"0007049","2016","0"
"0007050","2016","0"
"0007052","2016","0"
"0007053","2016","0"
"0007054","2016","0"
"0007055","2016","0"
"0007057","2016","0"
"0007058","2016","0"
"0007059","2016","0"
"0007060","2016","0"
"0007061","2016","0"
"0007062","2016","0"
"0007063","2016","0"
"0007064","2016","0"
"0007065","2016","0"
"0007066","2016","0"
"0007067","2016","0"
"0007068","2016","0"
"0007069","2016","0"
"0007070","2016","0"
"0007075","2016","0"
"0007077","2016","0"
"0007080","2016","0"
"0007082","2016","0"
"0007083","2016","0"
"0007084","2016","0"
"0007085","2016","0"
"0007086","2016","0"
"0007087","2016","0"
"0007091","2016","0"
"0007130","2016","0"
"0007131","2016","0"
"0007134","2016","0"
"0007135","2016","0"
"0007142","2016","0"
"0007143","2016","0"
"0007145","2016","0"
"0007152","2016","0"
"0007153","2016","0"
"0007156","2016","0"
"0007180","2016","10"
"0007191","2016","0"
"0007192","2016","0"
"0007193","2016","0"
"0007194","2016","0"
"0007195","2016","0"
"0007196","2016","0"
"0007197","2016","0"
"0007204","2016","0"
"0007209","2016","0"
"0007210","2016","0"
"0007214","2016","0"
"0007215","2016","0"
"0007216","2016","0"
"0007217","2016","0"
"0007220","2016","0"
"0007224","2016","0"
"0007225","2016","0"
"0007226","2016","0"
"0007227","2016","0"
"0007228","2016","0"
"0007233","2016","0"
"0007234","2016","0"
"0007235","2016","0"
"0007236","2016","0"
"0007238","2016","0"
"0007239","2016","0"
"0007240","2016","0"
"0007241","2016","0"
"0007242","2016","0"
"0007246","2016","0"
"0007249","2016","0"
"0007250","2016","0"
"0007251","2016","0"
"0007254","2016","0"
"0007266","2016","0"
"0007269","2016","0"
"0007270","2016","0"
"0007271","2016","0"
"0007272","2016","0"
"0007273","2016","0"
"0007274","2016","0"
"0007275","2016","0"
"0007276","2016","0"
"0007277","2016","0"
"0007279","2016","0"
"0007281","2016","0"
"0007282","2016","0"
"0007287","2016","0"
"0007288","2016","0"
"0007289","2016","0"
"0007290","2016","0"
"0007291","2016","0"
"0007293","2016","0"
"0007295","2016","0"
"0007296","2016","0"
"0007297","2016","0"
"0007298","2016","0"
"0007299","2016","0"
"0007301","2016","0"
"0007303","2016","0"
"0007304","2016","0"
"0007305","2016","0"
"0007306","2016","0"
"0007310","2016","0"
"0007315","2016","0"
"0007318","2016","0"
"0007319","2016","10"
"0007320","2016","10"
"0007326","2016","0"
"0007330","2016","0"
"0007331","2016","0"
"0007332","2016","0"
"0007334","2016","0"
"0007335","2016","0"
"0007336","2016","0"
"0007338","2016","0"
"0007341","2016","0"
"0007342","2016","0"
"0007343","2016","0"
"0007345","2016","0"
"0007351","2016","0"
"0007353","2016","10"
"0007356","2016","0"
"0007357","2016","0"
"0007358","2016","0"
"0007359","2016","0"
"0007360","2016","0"
"0007361","2016","0"
"0007364","2016","0"
"0007365","2016","0"
"0007366","2016","0"
"0007367","2016","0"
"0007370","2016","0"
"0007371","2016","0"
"0007372","2016","0"
"0007373","2016","0"
"0007374","2016","0"
"0007375","2016","0"
"0007376","2016","0"
"0007377","2016","0"
"0007379","2016","0"
"0007380","2016","0"
"0007388","2016","0"
"0007389","2016","0"
"0007390","2016","0"
"0007391","2016","0"
"0007392","2016","0"
"0007393","2016","0"
"0007394","2016","0"
"0007396","2016","0"
"0007398","2016","0"
"0007400","2016","0"
"0007401","2016","0"
"0007402","2016","0"
"0007403","2016","0"
"0007404","2016","0"
"0007414","2016","-3"
